2026-08-12 05:28:29 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-13 01:55:26 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Usuario\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-13 01:55:26 | INFO     | freeport | Freeport Moments iniciando...
2026-08-13 01:55:28 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-13 01:55:33 | INFO     | freeport | ======================================================================
2026-08-13 01:55:33 | INFO     | freeport | LINK PUBLICO PARA COMPARTIR CON LOS INVITADOS: https://opinions-anatomy-partial-person.trycloudflare.com
2026-08-13 01:55:33 | INFO     | freeport | ======================================================================
2026-08-13 01:56:15 | INFO     | freeport | Evento reiniciado: base de datos y archivos fisicos eliminados.
2026-08-13 01:56:18 | INFO     | freeport | Login exitoso de administrador desde 127.0.0.1
2026-08-24 19:28:36 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-24 19:28:36 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 19:28:36 | WARNING  | freeport | cloudflared no esta instalado o no esta en el PATH. Instalalo desde https://developers.cloudflare.com/cloudflare-one/connections/connect-networks/downloads/ para poder generar un link publico sin abrir puertos en el router. Mientras tanto la app solo sera accesible dentro de la misma red WiFi.
2026-08-24 19:28:36 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 19:28:36 | INFO     | freeport | Freeport Moments iniciando...
2026-08-24 19:28:36 | INFO     | freeport | Freeport Moments deteniendose, cancelando tareas de fondo...
2026-08-24 19:28:36 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260824_192836.db
2026-08-24 19:28:36 | INFO     | freeport | Servidor detenido correctamente. ¡Hasta luego!
2026-08-24 19:28:36 | INFO     | freeport | Servidor detenido por el usuario.
2026-08-24 19:31:07 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-24 19:31:07 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 19:31:07 | WARNING  | freeport | cloudflared no esta instalado o no esta en el PATH. Instalalo desde https://developers.cloudflare.com/cloudflare-one/connections/connect-networks/downloads/ para poder generar un link publico sin abrir puertos en el router. Mientras tanto la app solo sera accesible dentro de la misma red WiFi.
2026-08-24 19:31:07 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 19:31:07 | INFO     | freeport | Freeport Moments iniciando...
2026-08-24 19:31:09 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-24 19:31:17 | INFO     | freeport | Login exitoso de administrador desde 127.0.0.1
2026-08-24 19:33:02 | INFO     | freeport | Freeport Moments deteniendose, cancelando tareas de fondo...
2026-08-24 19:33:02 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260824_193302.db
2026-08-24 19:33:02 | INFO     | freeport | Servidor detenido correctamente. ¡Hasta luego!
2026-08-24 19:33:36 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-24 19:33:36 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 19:33:37 | WARNING  | freeport | cloudflared no esta instalado o no esta en el PATH. Instalalo desde https://developers.cloudflare.com/cloudflare-one/connections/connect-networks/downloads/ para poder generar un link publico sin abrir puertos en el router. Mientras tanto la app solo sera accesible dentro de la misma red WiFi.
2026-08-24 19:33:37 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 19:33:37 | INFO     | freeport | Freeport Moments iniciando...
2026-08-24 19:33:38 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-24 19:35:31 | INFO     | freeport | Freeport Moments deteniendose, cancelando tareas de fondo...
2026-08-24 19:35:31 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260824_193531.db
2026-08-24 19:35:31 | INFO     | freeport | Servidor detenido correctamente. ¡Hasta luego!
2026-08-24 19:43:24 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-24 19:43:24 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 19:43:24 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 19:43:24 | INFO     | freeport | Freeport Moments iniciando...
2026-08-24 19:43:25 | INFO     | freeport | Iniciando tunel de Cloudflare, esto puede tardar unos segundos...
2026-08-24 19:43:25 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-24 19:43:30 | INFO     | freeport | ======================================================================
2026-08-24 19:43:30 | INFO     | freeport | LINK PUBLICO PARA COMPARTIR CON LOS INVITADOS: https://monitored-trunk-allen-solo.trycloudflare.com
2026-08-24 19:43:30 | INFO     | freeport | ======================================================================
2026-08-24 19:43:48 | INFO     | freeport | Login exitoso de administrador desde 127.0.0.1
2026-08-24 19:44:08 | INFO     | freeport | Freeport Moments deteniendose, cancelando tareas de fondo...
2026-08-24 19:44:08 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260824_194408.db
2026-08-24 19:44:08 | INFO     | freeport | Servidor detenido correctamente. ¡Hasta luego!
2026-08-24 19:44:17 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-24 19:44:17 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 19:44:17 | INFO     | freeport | Iniciando tunel de Cloudflare, esto puede tardar unos segundos...
2026-08-24 19:44:17 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 19:44:17 | INFO     | freeport | Freeport Moments iniciando...
2026-08-24 19:44:19 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-24 19:44:21 | INFO     | freeport | ======================================================================
2026-08-24 19:44:21 | INFO     | freeport | LINK PUBLICO PARA COMPARTIR CON LOS INVITADOS: https://carmen-implementation-reynolds-warranties.trycloudflare.com
2026-08-24 19:44:21 | INFO     | freeport | ======================================================================
2026-08-24 19:48:40 | INFO     | freeport | Freeport Moments deteniendose, cancelando tareas de fondo...
2026-08-24 19:48:40 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260824_194840.db
2026-08-24 19:48:40 | INFO     | freeport | Servidor detenido correctamente. ¡Hasta luego!
2026-08-24 19:53:31 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-24 19:53:31 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 19:53:31 | INFO     | freeport | Iniciando tunel de Cloudflare, esto puede tardar unos segundos...
2026-08-24 19:53:31 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 19:53:31 | INFO     | freeport | Freeport Moments iniciando...
2026-08-24 19:53:33 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-24 19:53:35 | INFO     | freeport | ======================================================================
2026-08-24 19:53:35 | INFO     | freeport | LINK PUBLICO PARA COMPARTIR CON LOS INVITADOS: https://richards-tonight-historic-during.trycloudflare.com
2026-08-24 19:53:35 | INFO     | freeport | ======================================================================
2026-08-24 20:14:49 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-24 20:14:49 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:14:49 | INFO     | freeport | Iniciando tunel de Cloudflare, esto puede tardar unos segundos...
2026-08-24 20:14:49 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:14:49 | INFO     | freeport | Freeport Moments iniciando...
2026-08-24 20:14:50 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-24 20:14:53 | INFO     | freeport | ======================================================================
2026-08-24 20:14:53 | INFO     | freeport | LINK PUBLICO PARA COMPARTIR CON LOS INVITADOS: https://warranties-couple-collaborative-isp.trycloudflare.com
2026-08-24 20:14:53 | INFO     | freeport | ======================================================================
2026-08-24 20:16:19 | INFO     | freeport | Freeport Moments deteniendose, cancelando tareas de fondo...
2026-08-24 20:16:19 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260824_201619.db
2026-08-24 20:16:19 | INFO     | freeport | Servidor detenido correctamente. ¡Hasta luego!
2026-08-24 20:16:32 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-24 20:16:32 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:16:32 | INFO     | freeport | Iniciando tunel de Cloudflare, esto puede tardar unos segundos...
2026-08-24 20:16:32 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:16:32 | INFO     | freeport | Freeport Moments iniciando...
2026-08-24 20:16:33 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-24 20:16:35 | INFO     | freeport | ======================================================================
2026-08-24 20:16:35 | INFO     | freeport | LINK PUBLICO PARA COMPARTIR CON LOS INVITADOS: https://settings-wives-gore-objects.trycloudflare.com
2026-08-24 20:16:35 | INFO     | freeport | ======================================================================
2026-08-24 20:16:40 | INFO     | freeport | Freeport Moments deteniendose, cancelando tareas de fondo...
2026-08-24 20:16:40 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260824_201640.db
2026-08-24 20:16:40 | INFO     | freeport | Servidor detenido correctamente. ¡Hasta luego!
2026-08-24 20:18:23 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-24 20:18:23 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:18:23 | INFO     | freeport | Iniciando tunel de Cloudflare, esto puede tardar unos segundos...
2026-08-24 20:18:23 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:18:23 | INFO     | freeport | Freeport Moments iniciando...
2026-08-24 20:18:24 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-24 20:18:27 | INFO     | freeport | ======================================================================
2026-08-24 20:18:27 | INFO     | freeport | LINK PUBLICO PARA COMPARTIR CON LOS INVITADOS: https://replaced-ebooks-endless-largest.trycloudflare.com
2026-08-24 20:18:27 | INFO     | freeport | ======================================================================
2026-08-24 20:22:25 | INFO     | freeport | Freeport Moments deteniendose, cancelando tareas de fondo...
2026-08-24 20:22:25 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260824_202225.db
2026-08-24 20:22:25 | INFO     | freeport | Servidor detenido correctamente. ¡Hasta luego!
2026-08-24 20:23:07 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-24 20:23:07 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:23:07 | INFO     | freeport | Iniciando tunel de Cloudflare, esto puede tardar unos segundos...
2026-08-24 20:23:07 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:23:07 | INFO     | freeport | Freeport Moments iniciando...
2026-08-24 20:23:09 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-24 20:23:10 | INFO     | freeport | ======================================================================
2026-08-24 20:23:10 | INFO     | freeport | LINK PUBLICO PARA COMPARTIR CON LOS INVITADOS: https://denver-enable-shows-spot.trycloudflare.com
2026-08-24 20:23:10 | INFO     | freeport | ======================================================================
2026-08-24 20:23:13 | INFO     | freeport | Login exitoso de administrador desde 127.0.0.1
2026-08-24 20:23:28 | INFO     | freeport | Freeport Moments deteniendose, cancelando tareas de fondo...
2026-08-24 20:23:28 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260824_202328.db
2026-08-24 20:23:28 | INFO     | freeport | Servidor detenido correctamente. ¡Hasta luego!
2026-08-24 20:23:56 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-24 20:23:56 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:23:56 | INFO     | freeport | Iniciando tunel de Cloudflare, esto puede tardar unos segundos...
2026-08-24 20:23:56 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:23:56 | INFO     | freeport | Freeport Moments iniciando...
2026-08-24 20:23:57 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-24 20:23:59 | INFO     | freeport | ======================================================================
2026-08-24 20:23:59 | INFO     | freeport | LINK PUBLICO PARA COMPARTIR CON LOS INVITADOS: https://sunrise-philip-receipt-curve.trycloudflare.com
2026-08-24 20:23:59 | INFO     | freeport | ======================================================================
2026-08-24 20:24:50 | INFO     | freeport | Freeport Moments deteniendose, cancelando tareas de fondo...
2026-08-24 20:24:50 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260824_202450.db
2026-08-24 20:24:50 | INFO     | freeport | Servidor detenido correctamente. ¡Hasta luego!
2026-08-24 20:24:54 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-24 20:24:54 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:24:54 | INFO     | freeport | Iniciando tunel de Cloudflare, esto puede tardar unos segundos...
2026-08-24 20:24:54 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:24:54 | INFO     | freeport | Freeport Moments iniciando...
2026-08-24 20:24:55 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-24 20:24:58 | INFO     | freeport | ======================================================================
2026-08-24 20:24:58 | INFO     | freeport | LINK PUBLICO PARA COMPARTIR CON LOS INVITADOS: https://examines-rain-census-burn.trycloudflare.com
2026-08-24 20:24:58 | INFO     | freeport | ======================================================================
2026-08-24 20:35:48 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-24 20:35:48 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:35:48 | INFO     | freeport | Iniciando tunel de Cloudflare, esto puede tardar unos segundos...
2026-08-24 20:35:48 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:35:48 | INFO     | freeport | Freeport Moments iniciando...
2026-08-24 20:35:49 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-24 20:35:52 | INFO     | freeport | ======================================================================
2026-08-24 20:35:52 | INFO     | freeport | LINK PUBLICO PARA COMPARTIR CON LOS INVITADOS: https://cigarette-models-reviews-planets.trycloudflare.com
2026-08-24 20:35:52 | INFO     | freeport | ======================================================================
2026-08-24 20:36:38 | INFO     | freeport | Freeport Moments deteniendose, cancelando tareas de fondo...
2026-08-24 20:36:38 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260824_203638.db
2026-08-24 20:36:38 | INFO     | freeport | Servidor detenido correctamente. ¡Hasta luego!
2026-08-24 20:40:12 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-24 20:40:12 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:40:12 | INFO     | freeport | Iniciando tunel de Cloudflare, esto puede tardar unos segundos...
2026-08-24 20:40:12 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-24 20:40:12 | INFO     | freeport | Freeport Moments iniciando...
2026-08-24 20:40:13 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-24 20:40:15 | INFO     | freeport | ======================================================================
2026-08-24 20:40:15 | INFO     | freeport | LINK PUBLICO PARA COMPARTIR CON LOS INVITADOS: https://occupation-recruiting-guru-affair.trycloudflare.com
2026-08-24 20:40:15 | INFO     | freeport | ======================================================================
2026-08-25 01:18:09 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260825_011808.db
2026-08-25 01:18:38 | INFO     | freeport | Freeport Moments deteniendose, cancelando tareas de fondo...
2026-08-25 01:18:38 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260825_011838.db
2026-08-25 01:18:38 | INFO     | freeport | Servidor detenido correctamente. ¡Hasta luego!
2026-08-25 01:52:29 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-25 01:52:29 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-25 01:52:29 | INFO     | freeport | Iniciando tunel de Cloudflare, esto puede tardar unos segundos...
2026-08-25 01:52:29 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-25 01:52:29 | INFO     | freeport | Freeport Moments iniciando...
2026-08-25 01:52:31 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-25 01:52:34 | INFO     | freeport | ======================================================================
2026-08-25 01:52:34 | INFO     | freeport | LINK PUBLICO PARA COMPARTIR CON LOS INVITADOS: https://attachment-bookmark-administrator-connectors.trycloudflare.com
2026-08-25 01:52:34 | INFO     | freeport | ======================================================================
2026-08-25 01:56:30 | INFO     | freeport | Limpieza: eliminado temporal huerfano 1787612128196-qw4ruso1v.tmp
2026-08-25 02:01:36 | INFO     | freeport | Freeport Moments deteniendose, cancelando tareas de fondo...
2026-08-25 02:01:36 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260825_020136.db
2026-08-25 02:01:36 | INFO     | freeport | Servidor detenido correctamente. ¡Hasta luego!
2026-08-25 02:11:56 | WARNING  | freeport | Estas usando el usuario/contraseña de administrador por defecto. Se recomienda definir ADMIN_USUARIO y ADMIN_PASSWORD en un archivo .env antes del evento.
2026-08-25 02:11:56 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-25 02:11:56 | INFO     | freeport | Iniciando tunel de Cloudflare, esto puede tardar unos segundos...
2026-08-25 02:11:56 | INFO     | freeport | Base de datos inicializada correctamente en C:\Users\Hp 360\Desktop\Lucho\AREA_DE_TRABAJO\Python\Freeport_Moments-project\prueba\freeport-moments\data\freeport.db
2026-08-25 02:11:56 | INFO     | freeport | Freeport Moments iniciando...
2026-08-25 02:11:57 | INFO     | freeport | Abriendo el navegador en http://localhost:8000/admin ...
2026-08-25 02:12:00 | INFO     | freeport | ======================================================================
2026-08-25 02:12:00 | INFO     | freeport | LINK PUBLICO PARA COMPARTIR CON LOS INVITADOS: https://tooth-balance-watch-biotechnology.trycloudflare.com
2026-08-25 02:12:00 | INFO     | freeport | ======================================================================
2026-08-25 02:12:49 | INFO     | freeport | Login exitoso de administrador desde 127.0.0.1
2026-08-25 02:13:00 | INFO     | freeport | Freeport Moments deteniendose, cancelando tareas de fondo...
2026-08-25 02:13:00 | INFO     | freeport | Respaldo de base de datos creado: freeport_20260825_021300.db
2026-08-25 02:13:00 | INFO     | freeport | Servidor detenido correctamente. ¡Hasta luego!
